name	date
USA/WA13-UW9/2020|EPI_ISL_413601|USA|Washington|NA|NA|2020-03-02	2020.1666666666667
Finland/FIN03032020A/2020|EPI_ISL_413602|Finland|Helsinki|NA|NA|2020-03-03	2020.1693989071039
Finland/FIN03032020B/2020|EPI_ISL_413603|Finland|Helsinki|NA|NA|2020-03-03	2020.1693989071039
Finland/FIN03032020C/2020|EPI_ISL_413604|Finland|Helsinki|NA|NA|2020-03-03	2020.1693989071039
Finland/FIN01032020/2020|EPI_ISL_413605|Finland|Helsinki|NA|NA|2020-03-01	2020.1639344262296
Portugal/CV62/2020|EPI_ISL_413647|Portugal|NA|NA|NA|2020-03-01	2020.1639344262296
Portugal/CV63/2020|EPI_ISL_413648|Portugal|NA|NA|NA|2020-03-01	2020.1639344262296
USA/WA14-UW10/2020|EPI_ISL_413649|USA|Washington|NA|NA|2020-03-05	2020.1748633879781
USA/WA15-UW11/2020|EPI_ISL_413650|USA|Washington|NA|NA|2020-03-05	2020.1748633879781
USA/WA16-UW12/2020|EPI_ISL_413651|USA|Washington|NA|NA|2020-03-05	2020.1748633879781
USA/WA17-UW13/2020|EPI_ISL_413652|USA|Washington|NA|NA|2020-03-05	2020.1748633879781
USA/WA18-UW14/2020|EPI_ISL_413653|USA|Washington|NA|NA|2020-03-05	2020.1748633879781
China/WF0001/2020|EPI_ISL_413691|China|Shandong|NA|NA|2020-01	2020.06557377049
China/WF0002/2020|EPI_ISL_413692|China|Shandong|NA|NA|2020-01	2020.06830601093
China/WF0003/2020|EPI_ISL_413693|China|Shandong|NA|NA|2020-01	2020.07103825137
China/WF0004/2020|EPI_ISL_413694|China|Shandong|NA|NA|2020-01	2020.07103825137
China/WF0012/2020|EPI_ISL_413697|China|Shandong|NA|NA|2020-02	2020.08743169399
China/WF0014/2020|EPI_ISL_413711|China|Shandong|NA|NA|2020-02	2020.09289617486
China/WF0015/2020|EPI_ISL_413729|China|Shandong|NA|NA|2020-02	2020.0956284153
