parameterChar	value	parameter	nSeq	protocol	matrix	nSim
Region6_Region5	0.0005039814534825119	migrationRate	150	biased_20	migrationrates	6
Region6_Region6	0.1360749924402782	migrationRate	150	biased_20	migrationrates	6
Region6_Region7	0.00010079629069650237	migrationRate	150	biased_20	migrationrates	6
Region7_Region7	0.00010079629069650237	migrationRate	150	biased_20	migrationrates	6
Region1_Region7	NA	migrationRate	150	biased_20	migrationrates	6
Region3_Region1	NA	migrationRate	150	biased_20	migrationrates	6
Region3_Region7	NA	migrationRate	150	biased_20	migrationrates	6
Region4_Region1	NA	migrationRate	150	biased_20	migrationrates	6
Region4_Region7	NA	migrationRate	150	biased_20	migrationrates	6
Region5_Region1	NA	migrationRate	150	biased_20	migrationrates	6
Region5_Region7	NA	migrationRate	150	biased_20	migrationrates	6
Region6_Region1	NA	migrationRate	150	biased_20	migrationrates	6
Region6_Region2	NA	migrationRate	150	biased_20	migrationrates	6
Region6_Region3	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region1	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region2	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region3	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region4	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region5	NA	migrationRate	150	biased_20	migrationrates	6
Region7_Region6	NA	migrationRate	150	biased_20	migrationrates	6
Region1	0.33162430993569647	locationFrequency	150	biased_20	migrationrates	6
Region2	0.14789814712355379	locationFrequency	150	biased_20	migrationrates	6
Region3	0.2373206447567408	locationFrequency	150	biased_20	migrationrates	6
Region4	0.17953352267837164	locationFrequency	150	biased_20	migrationrates	6
Region5	0.08649625613219726	locationFrequency	150	biased_20	migrationrates	6
Region6	0.017065643711654557	locationFrequency	150	biased_20	migrationrates	6
Region7	6.147566178549913e-05	locationFrequency	150	biased_20	migrationrates	6
NA	1990.487671	mrcaDate	150	biased_20	migrationrates	6
NA	Region1	mrcaLocation	150	biased_20	migrationrates	6
NA	27.15342499999997	treeHeight	150	biased_20	migrationrates	6
Region1_Region1	27094.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region2	175.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region3	2.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region4	2.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region5	5.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region6	1.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region1	121.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region2	11801.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region3	104.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region4	89.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region5	46.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region6	17.0	migrationCount	500	biased_20	migrationrates	6
Region2_Region7	3.0	migrationCount	500	biased_20	migrationrates	6
Region3_Region2	56.0	migrationCount	500	biased_20	migrationrates	6
Region3_Region3	19380.0	migrationCount	500	biased_20	migrationrates	6
Region3_Region4	37.0	migrationCount	500	biased_20	migrationrates	6
Region3_Region5	2.0	migrationCount	500	biased_20	migrationrates	6
Region3_Region6	1.0	migrationCount	500	biased_20	migrationrates	6
Region4_Region2	9.0	migrationCount	500	biased_20	migrationrates	6
Region4_Region3	43.0	migrationCount	500	biased_20	migrationrates	6
Region4_Region4	14597.0	migrationCount	500	biased_20	migrationrates	6
Region4_Region5	95.0	migrationCount	500	biased_20	migrationrates	6
Region4_Region6	2.0	migrationCount	500	biased_20	migrationrates	6
Region5_Region2	5.0	migrationCount	500	biased_20	migrationrates	6
Region5_Region3	2.0	migrationCount	500	biased_20	migrationrates	6
Region5_Region4	44.0	migrationCount	500	biased_20	migrationrates	6
Region5_Region5	8473.0	migrationCount	500	biased_20	migrationrates	6
Region5_Region6	21.0	migrationCount	500	biased_20	migrationrates	6
Region6_Region4	1.0	migrationCount	500	biased_20	migrationrates	6
Region6_Region5	5.0	migrationCount	500	biased_20	migrationrates	6
Region6_Region6	1367.0	migrationCount	500	biased_20	migrationrates	6
Region6_Region7	1.0	migrationCount	500	biased_20	migrationrates	6
Region7_Region7	1.0	migrationCount	500	biased_20	migrationrates	6
Region1_Region7	NA	migrationCount	500	biased_20	migrationrates	6
Region3_Region1	NA	migrationCount	500	biased_20	migrationrates	6
Region3_Region7	NA	migrationCount	500	biased_20	migrationrates	6
Region4_Region1	NA	migrationCount	500	biased_20	migrationrates	6
Region4_Region7	NA	migrationCount	500	biased_20	migrationrates	6
Region5_Region1	NA	migrationCount	500	biased_20	migrationrates	6
Region5_Region7	NA	migrationCount	500	biased_20	migrationrates	6
Region6_Region1	NA	migrationCount	500	biased_20	migrationrates	6
Region6_Region2	NA	migrationCount	500	biased_20	migrationrates	6
Region6_Region3	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region1	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region2	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region3	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region4	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region5	NA	migrationCount	500	biased_20	migrationrates	6
Region7_Region6	NA	migrationCount	500	biased_20	migrationrates	6
Region1_Region1	2.489570890379491	migrationRate	500	biased_20	migrationrates	6
Region1_Region2	0.016080124965542588	migrationRate	500	biased_20	migrationrates	6
Region1_Region3	0.00018377285674905816	migrationRate	500	biased_20	migrationrates	6
Region1_Region4	0.00018377285674905816	migrationRate	500	biased_20	migrationrates	6
Region1_Region5	0.00045943214187264543	migrationRate	500	biased_20	migrationrates	6
Region1_Region6	9.188642837452908e-05	migrationRate	500	biased_20	migrationrates	6
Region2_Region1	0.011118257833318018	migrationRate	500	biased_20	migrationrates	6
Region2_Region2	1.0843517412478176	migrationRate	500	biased_20	migrationrates	6
Region2_Region3	0.009556188550951025	migrationRate	500	biased_20	migrationrates	6
Region2_Region4	0.008177892125333088	migrationRate	500	biased_20	migrationrates	6
Region2_Region5	0.004226775705228338	migrationRate	500	biased_20	migrationrates	6
Region2_Region6	0.0015620692823669945	migrationRate	500	biased_20	migrationrates	6
Region2_Region7	0.00027565928512358727	migrationRate	500	biased_20	migrationrates	6
Region3_Region2	0.005145639988973628	migrationRate	500	biased_20	migrationrates	6
Region3_Region3	1.7807589818983736	migrationRate	500	biased_20	migrationrates	6
Region3_Region4	0.003399797849857576	migrationRate	500	biased_20	migrationrates	6
Region3_Region5	0.00018377285674905816	migrationRate	500	biased_20	migrationrates	6
Region3_Region6	9.188642837452908e-05	migrationRate	500	biased_20	migrationrates	6
Region4_Region2	0.0008269778553707617	migrationRate	500	biased_20	migrationrates	6
Region4_Region3	0.003951116420104751	migrationRate	500	biased_20	migrationrates	6
Region4_Region4	1.341266194983001	migrationRate	500	biased_20	migrationrates	6
Region4_Region5	0.008729210695580263	migrationRate	500	biased_20	migrationrates	6
Region4_Region6	0.00018377285674905816	migrationRate	500	biased_20	migrationrates	6
Region5_Region2	0.00045943214187264543	migrationRate	500	biased_20	migrationrates	6
Region5_Region3	0.00018377285674905816	migrationRate	500	biased_20	migrationrates	6
Region5_Region4	0.004043002848479279	migrationRate	500	biased_20	migrationrates	6
Region5_Region5	0.778553707617385	migrationRate	500	biased_20	migrationrates	6
Region5_Region6	0.0019296149958651107	migrationRate	500	biased_20	migrationrates	6
Region6_Region4	9.188642837452908e-05	migrationRate	500	biased_20	migrationrates	6
Region6_Region5	0.00045943214187264543	migrationRate	500	biased_20	migrationrates	6
Region6_Region6	0.12560874758798127	migrationRate	500	biased_20	migrationrates	6
Region6_Region7	9.188642837452908e-05	migrationRate	500	biased_20	migrationrates	6
Region7_Region7	9.188642837452908e-05	migrationRate	500	biased_20	migrationrates	6
Region1_Region7	NA	migrationRate	500	biased_20	migrationrates	6
Region3_Region1	NA	migrationRate	500	biased_20	migrationrates	6
Region3_Region7	NA	migrationRate	500	biased_20	migrationrates	6
Region4_Region1	NA	migrationRate	500	biased_20	migrationrates	6
Region4_Region7	NA	migrationRate	500	biased_20	migrationrates	6
Region5_Region1	NA	migrationRate	500	biased_20	migrationrates	6
Region5_Region7	NA	migrationRate	500	biased_20	migrationrates	6
Region6_Region1	NA	migrationRate	500	biased_20	migrationrates	6
Region6_Region2	NA	migrationRate	500	biased_20	migrationrates	6
Region6_Region3	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region1	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region2	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region3	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region4	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region5	NA	migrationRate	500	biased_20	migrationrates	6
Region7_Region6	NA	migrationRate	500	biased_20	migrationrates	6
Region1	0.3255304897012033	locationFrequency	500	biased_20	migrationrates	6
Region2	0.14408746202243966	locationFrequency	500	biased_20	migrationrates	6
Region3	0.2336188129470587	locationFrequency	500	biased_20	migrationrates	6
Region4	0.17667041458338317	locationFrequency	500	biased_20	migrationrates	6
Region5	0.10317934977632114	locationFrequency	500	biased_20	migrationrates	6
Region6	0.016853663787947656	locationFrequency	500	biased_20	migrationrates	6
Region7	5.9807181646372096e-05	locationFrequency	500	biased_20	migrationrates	6
NA	1989.068493	mrcaDate	500	biased_20	migrationrates	6
NA	Region1	mrcaLocation	500	biased_20	migrationrates	6
NA	29.789040999999997	treeHeight	500	biased_20	migrationrates	6
Region1_Region1	26869.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region2	173.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region3	2.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region4	2.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region5	5.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region6	1.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region1	121.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region2	11796.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region3	104.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region4	89.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region5	46.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region6	17.0	migrationCount	150	biased_50	migrationrates	6
Region2_Region7	3.0	migrationCount	150	biased_50	migrationrates	6
Region3_Region2	56.0	migrationCount	150	biased_50	migrationrates	6
Region3_Region3	19288.0	migrationCount	150	biased_50	migrationrates	6
Region3_Region4	37.0	migrationCount	150	biased_50	migrationrates	6
Region3_Region5	2.0	migrationCount	150	biased_50	migrationrates	6
Region3_Region6	1.0	migrationCount	150	biased_50	migrationrates	6
Region4_Region2	9.0	migrationCount	150	biased_50	migrationrates	6
Region4_Region3	43.0	migrationCount	150	biased_50	migrationrates	6
Region4_Region4	14546.0	migrationCount	150	biased_50	migrationrates	6
Region4_Region5	94.0	migrationCount	150	biased_50	migrationrates	6
Region4_Region6	2.0	migrationCount	150	biased_50	migrationrates	6
Region5_Region2	4.0	migrationCount	150	biased_50	migrationrates	6
Region5_Region3	2.0	migrationCount	150	biased_50	migrationrates	6
Region5_Region4	39.0	migrationCount	150	biased_50	migrationrates	6
Region5_Region5	7260.0	migrationCount	150	biased_50	migrationrates	6
Region5_Region6	17.0	migrationCount	150	biased_50	migrationrates	6
Region6_Region4	1.0	migrationCount	150	biased_50	migrationrates	6
Region6_Region5	5.0	migrationCount	150	biased_50	migrationrates	6
Region6_Region6	1350.0	migrationCount	150	biased_50	migrationrates	6
Region6_Region7	1.0	migrationCount	150	biased_50	migrationrates	6
Region7_Region7	1.0	migrationCount	150	biased_50	migrationrates	6
Region1_Region7	NA	migrationCount	150	biased_50	migrationrates	6
Region3_Region1	NA	migrationCount	150	biased_50	migrationrates	6
Region3_Region7	NA	migrationCount	150	biased_50	migrationrates	6
Region4_Region1	NA	migrationCount	150	biased_50	migrationrates	6
Region4_Region7	NA	migrationCount	150	biased_50	migrationrates	6
Region5_Region1	NA	migrationCount	150	biased_50	migrationrates	6
Region5_Region7	NA	migrationCount	150	biased_50	migrationrates	6
Region6_Region1	NA	migrationCount	150	biased_50	migrationrates	6
Region6_Region2	NA	migrationCount	150	biased_50	migrationrates	6
Region6_Region3	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region1	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region2	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region3	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region4	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region5	NA	migrationCount	150	biased_50	migrationrates	6
Region7_Region6	NA	migrationCount	150	biased_50	migrationrates	6
Region1_Region1	2.676995118063166	migrationRate	150	biased_50	migrationrates	6
Region1_Region2	0.017236225963933448	migrationRate	150	biased_50	migrationrates	6
Region1_Region3	0.00019926272790674504	migrationRate	150	biased_50	migrationrates	6
Region1_Region4	0.00019926272790674504	migrationRate	150	biased_50	migrationrates	6
Region1_Region5	0.0004981568197668626	migrationRate	150	biased_50	migrationrates	6
Region1_Region6	9.963136395337252e-05	migrationRate	150	biased_50	migrationrates	6
Region2_Region1	0.012055395038358075	migrationRate	150	biased_50	migrationrates	6
Region2_Region2	1.1752515691939822	migrationRate	150	biased_50	migrationrates	6
Region2_Region3	0.010361661851150743	migrationRate	150	biased_50	migrationrates	6
Region2_Region4	0.008867191391850155	migrationRate	150	biased_50	migrationrates	6
Region2_Region5	0.004583042741855136	migrationRate	150	biased_50	migrationrates	6
Region2_Region6	0.001693733187207333	migrationRate	150	biased_50	migrationrates	6
Region2_Region7	0.00029889409186011756	migrationRate	150	biased_50	migrationrates	6
Region3_Region2	0.005579356381388861	migrationRate	150	biased_50	migrationrates	6
Region3_Region3	1.9216897479326491	migrationRate	150	biased_50	migrationrates	6
Region3_Region4	0.003686360466274783	migrationRate	150	biased_50	migrationrates	6
Region3_Region5	0.00019926272790674504	migrationRate	150	biased_50	migrationrates	6
Region3_Region6	9.963136395337252e-05	migrationRate	150	biased_50	migrationrates	6
Region4_Region2	0.0008966822755803527	migrationRate	150	biased_50	migrationrates	6
Region4_Region3	0.0042841486499950185	migrationRate	150	biased_50	migrationrates	6
Region4_Region4	1.4492378200657567	migrationRate	150	biased_50	migrationrates	6
Region4_Region5	0.009365348211617016	migrationRate	150	biased_50	migrationrates	6
Region4_Region6	0.00019926272790674504	migrationRate	150	biased_50	migrationrates	6
Region5_Region2	0.0003985254558134901	migrationRate	150	biased_50	migrationrates	6
Region5_Region3	0.00019926272790674504	migrationRate	150	biased_50	migrationrates	6
Region5_Region4	0.0038856231941815284	migrationRate	150	biased_50	migrationrates	6
Region5_Region5	0.7233237023014845	migrationRate	150	biased_50	migrationrates	6
Region5_Region6	0.001693733187207333	migrationRate	150	biased_50	migrationrates	6
Region6_Region4	9.963136395337252e-05	migrationRate	150	biased_50	migrationrates	6
Region6_Region5	0.0004981568197668626	migrationRate	150	biased_50	migrationrates	6
Region6_Region6	0.1345023413370529	migrationRate	150	biased_50	migrationrates	6
Region6_Region7	9.963136395337252e-05	migrationRate	150	biased_50	migrationrates	6
Region7_Region7	9.963136395337252e-05	migrationRate	150	biased_50	migrationrates	6
Region1_Region7	NA	migrationRate	150	biased_50	migrationrates	6
Region3_Region1	NA	migrationRate	150	biased_50	migrationrates	6
Region3_Region7	NA	migrationRate	150	biased_50	migrationrates	6
Region4_Region1	NA	migrationRate	150	biased_50	migrationrates	6
Region4_Region7	NA	migrationRate	150	biased_50	migrationrates	6
Region5_Region1	NA	migrationRate	150	biased_50	migrationrates	6
Region5_Region7	NA	migrationRate	150	biased_50	migrationrates	6
Region6_Region1	NA	migrationRate	150	biased_50	migrationrates	6
Region6_Region2	NA	migrationRate	150	biased_50	migrationrates	6
Region6_Region3	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region1	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region2	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region3	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region4	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region5	NA	migrationRate	150	biased_50	migrationrates	6
Region7_Region6	NA	migrationRate	150	biased_50	migrationrates	6
Region1	0.32920254677627886	locationFrequency	150	biased_50	migrationrates	6
Region2	0.14682994657624474	locationFrequency	150	biased_50	migrationrates	6
Region3	0.23710145634620544	locationFrequency	150	biased_50	migrationrates	6
Region4	0.17946966555265534	locationFrequency	150	biased_50	migrationrates	6
Region5	0.09040567901836899	locationFrequency	150	biased_50	migrationrates	6
Region6	0.01692971970824287	locationFrequency	150	biased_50	migrationrates	6
Region7	6.098602200375674e-05	locationFrequency	150	biased_50	migrationrates	6
NA	1990.487671	mrcaDate	150	biased_50	migrationrates	6
NA	Region1	mrcaLocation	150	biased_50	migrationrates	6
NA	27.471232999999756	treeHeight	150	biased_50	migrationrates	6
Region1_Region1	26869.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region2	173.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region3	2.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region4	2.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region5	5.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region6	1.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region1	121.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region2	11797.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region3	104.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region4	89.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region5	46.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region6	17.0	migrationCount	500	biased_50	migrationrates	6
Region2_Region7	3.0	migrationCount	500	biased_50	migrationrates	6
Region3_Region2	56.0	migrationCount	500	biased_50	migrationrates	6
Region3_Region3	19377.0	migrationCount	500	biased_50	migrationrates	6
Region3_Region4	37.0	migrationCount	500	biased_50	migrationrates	6
Region3_Region5	2.0	migrationCount	500	biased_50	migrationrates	6
Region3_Region6	1.0	migrationCount	500	biased_50	migrationrates	6
Region4_Region2	9.0	migrationCount	500	biased_50	migrationrates	6
Region4_Region3	43.0	migrationCount	500	biased_50	migrationrates	6
Region4_Region4	14589.0	migrationCount	500	biased_50	migrationrates	6
Region4_Region5	95.0	migrationCount	500	biased_50	migrationrates	6
Region4_Region6	2.0	migrationCount	500	biased_50	migrationrates	6
Region5_Region2	5.0	migrationCount	500	biased_50	migrationrates	6
Region5_Region3	2.0	migrationCount	500	biased_50	migrationrates	6
Region5_Region4	41.0	migrationCount	500	biased_50	migrationrates	6
Region5_Region5	8021.0	migrationCount	500	biased_50	migrationrates	6
Region5_Region6	20.0	migrationCount	500	biased_50	migrationrates	6
Region6_Region4	1.0	migrationCount	500	biased_50	migrationrates	6
Region6_Region5	5.0	migrationCount	500	biased_50	migrationrates	6
Region6_Region6	1357.0	migrationCount	500	biased_50	migrationrates	6
Region6_Region7	1.0	migrationCount	500	biased_50	migrationrates	6
Region7_Region7	1.0	migrationCount	500	biased_50	migrationrates	6
Region1_Region7	NA	migrationCount	500	biased_50	migrationrates	6
Region3_Region1	NA	migrationCount	500	biased_50	migrationrates	6
Region3_Region7	NA	migrationCount	500	biased_50	migrationrates	6
Region4_Region1	NA	migrationCount	500	biased_50	migrationrates	6
Region4_Region7	NA	migrationCount	500	biased_50	migrationrates	6
Region5_Region1	NA	migrationCount	500	biased_50	migrationrates	6
Region5_Region7	NA	migrationCount	500	biased_50	migrationrates	6
Region6_Region1	NA	migrationCount	500	biased_50	migrationrates	6
Region6_Region2	NA	migrationCount	500	biased_50	migrationrates	6
Region6_Region3	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region1	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region2	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region3	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region4	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region5	NA	migrationCount	500	biased_50	migrationrates	6
Region7_Region6	NA	migrationCount	500	biased_50	migrationrates	6
Region1_Region1	2.629317937175849	migrationRate	500	biased_50	migrationrates	6
Region1_Region2	0.016929249437322633	migrationRate	500	biased_50	migrationrates	6
Region1_Region3	0.0001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region1_Region4	0.0001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region1_Region5	0.0004892846658185732	migrationRate	500	biased_50	migrationrates	6
Region1_Region6	9.785693316371466e-05	migrationRate	500	biased_50	migrationrates	6
Region2_Region1	0.011840688912809472	migrationRate	500	biased_50	migrationrates	6
Region2_Region2	1.1544182405323418	migrationRate	500	biased_50	migrationrates	6
Region2_Region3	0.010177121049026324	migrationRate	500	biased_50	migrationrates	6
Region2_Region4	0.008709267051570603	migrationRate	500	biased_50	migrationrates	6
Region2_Region5	0.004501418925530874	migrationRate	500	biased_50	migrationrates	6
Region2_Region6	0.001663567863783149	migrationRate	500	biased_50	migrationrates	6
Region2_Region7	0.00029357079949114397	migrationRate	500	biased_50	migrationrates	6
Region3_Region2	0.00547998825716802	migrationRate	500	biased_50	migrationrates	6
Region3_Region3	1.8961737939132988	migrationRate	500	biased_50	migrationrates	6
Region3_Region4	0.003620706527057442	migrationRate	500	biased_50	migrationrates	6
Region3_Region5	0.0001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region3_Region6	9.785693316371466e-05	migrationRate	500	biased_50	migrationrates	6
Region4_Region2	0.0008807123984734318	migrationRate	500	biased_50	migrationrates	6
Region4_Region3	0.00420784812603973	migrationRate	500	biased_50	migrationrates	6
Region4_Region4	1.427634797925433	migrationRate	500	biased_50	migrationrates	6
Region4_Region5	0.009296408650552892	migrationRate	500	biased_50	migrationrates	6
Region4_Region6	0.0001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region5_Region2	0.0004892846658185732	migrationRate	500	biased_50	migrationrates	6
Region5_Region3	0.0001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region5_Region4	0.004012134259712301	migrationRate	500	biased_50	migrationrates	6
Region5_Region5	0.7849104609061552	migrationRate	500	biased_50	migrationrates	6
Region5_Region6	0.001957138663274293	migrationRate	500	biased_50	migrationrates	6
Region6_Region4	9.785693316371466e-05	migrationRate	500	biased_50	migrationrates	6
Region6_Region5	0.0004892846658185732	migrationRate	500	biased_50	migrationrates	6
Region6_Region6	0.1327918583031608	migrationRate	500	biased_50	migrationrates	6
Region6_Region7	9.785693316371466e-05	migrationRate	500	biased_50	migrationrates	6
Region7_Region7	9.785693316371466e-05	migrationRate	500	biased_50	migrationrates	6
Region1_Region7	NA	migrationRate	500	biased_50	migrationrates	6
Region3_Region1	NA	migrationRate	500	biased_50	migrationrates	6
Region3_Region7	NA	migrationRate	500	biased_50	migrationrates	6
Region4_Region1	NA	migrationRate	500	biased_50	migrationrates	6
Region4_Region7	NA	migrationRate	500	biased_50	migrationrates	6
Region5_Region1	NA	migrationRate	500	biased_50	migrationrates	6
Region5_Region7	NA	migrationRate	500	biased_50	migrationrates	6
Region6_Region1	NA	migrationRate	500	biased_50	migrationrates	6
Region6_Region2	NA	migrationRate	500	biased_50	migrationrates	6
Region6_Region3	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region1	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region2	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region3	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region4	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region5	NA	migrationRate	500	biased_50	migrationrates	6
Region7_Region6	NA	migrationRate	500	biased_50	migrationrates	6
Region1	0.3255965449851618	locationFrequency	500	biased_50	migrationrates	6
Region2	0.14524573551764905	locationFrequency	500	biased_50	migrationrates	6
Region3	0.23557796704224673	locationFrequency	500	biased_50	migrationrates	6
Region4	0.17804666200207495	locationFrequency	500	biased_50	migrationrates	6
Region5	0.09860786064130093	locationFrequency	500	biased_50	migrationrates	6
Region6	0.01686491181508915	locationFrequency	500	biased_50	migrationrates	6
Region7	6.0317996477429006e-05	locationFrequency	500	biased_50	migrationrates	6
NA	1990.487671	mrcaDate	500	biased_50	migrationrates	6
NA	Region1	mrcaLocation	500	biased_50	migrationrates	6
NA	27.969862999999805	treeHeight	500	biased_50	migrationrates	6
Region1_Region1	15557.0	migrationCount	150	uniformS	migrationrates	8
Region1_Region2	80.0	migrationCount	150	uniformS	migrationrates	8
Region1_Region4	2.0	migrationCount	150	uniformS	migrationrates	8
Region1_Region5	3.0	migrationCount	150	uniformS	migrationrates	8
Region1_Region6	3.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region1	83.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region2	6325.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region3	60.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region4	38.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region5	22.0	migrationCount	150	uniformS	migrationrates	8
Region2_Region6	4.0	migrationCount	150	uniformS	migrationrates	8
Region3_Region2	16.0	migrationCount	150	uniformS	migrationrates	8
Region3_Region3	4389.0	migrationCount	150	uniformS	migrationrates	8
Region3_Region4	7.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region1	1.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region2	34.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region3	86.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region4	27788.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region5	163.0	migrationCount	150	uniformS	migrationrates	8
Region4_Region6	3.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region1	1.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region2	7.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region3	5.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region4	68.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region5	15502.0	migrationCount	150	uniformS	migrationrates	8
Region5_Region6	24.0	migrationCount	150	uniformS	migrationrates	8
Region6_Region5	3.0	migrationCount	150	uniformS	migrationrates	8
Region6_Region6	898.0	migrationCount	150	uniformS	migrationrates	8
Region6_Region7	3.0	migrationCount	150	uniformS	migrationrates	8
Region7_Region7	3.0	migrationCount	150	uniformS	migrationrates	8
Region1_Region3	NA	migrationCount	150	uniformS	migrationrates	8
Region1_Region7	NA	migrationCount	150	uniformS	migrationrates	8
Region2_Region7	NA	migrationCount	150	uniformS	migrationrates	8
Region3_Region1	NA	migrationCount	150	uniformS	migrationrates	8
Region3_Region5	NA	migrationCount	150	uniformS	migrationrates	8
Region3_Region6	NA	migrationCount	150	uniformS	migrationrates	8
Region3_Region7	NA	migrationCount	150	uniformS	migrationrates	8
Region4_Region7	NA	migrationCount	150	uniformS	migrationrates	8
Region5_Region7	NA	migrationCount	150	uniformS	migrationrates	8
Region6_Region1	NA	migrationCount	150	uniformS	migrationrates	8
Region6_Region2	NA	migrationCount	150	uniformS	migrationrates	8
Region6_Region3	NA	migrationCount	150	uniformS	migrationrates	8
Region6_Region4	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region1	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region2	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region3	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region4	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region5	NA	migrationCount	150	uniformS	migrationrates	8
Region7_Region6	NA	migrationCount	150	uniformS	migrationrates	8
Region1_Region1	1.9578404228542663	migrationRate	150	uniformS	migrationrates	8
Region1_Region2	0.010067958721369242	migrationRate	150	uniformS	migrationrates	8
Region1_Region4	0.0002516989680342311	migrationRate	150	uniformS	migrationrates	8
Region1_Region5	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
