Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
21256000	-33900.458139669376	-32373.998446186863	-1526.4596934825122	-32373.998446186863	-1504.997935214796	29.379109698321514	1	1	1	1	1	1	2.259894	2.259894	2.259894	0.214322	0.035825	0.108866	0.042131	0.019399	0.057413	6	2.598876098237707E-4	2.141750908729624	0.28381405469114396	0.2227393590264213	0.22849255101623311	0.26495403526620037
21260000	-33929.94687176317	-32388.041179206695	-1541.9056925564744	-32388.041179206695	-1521.199444032347	29.380392446434445	1	1	1	1	0	1	2.506969	2.506969	2.506969	0.128461	0.121688	0.210631	0.054601	0.0	0.117554	5	2.38721934603599E-4	2.141750908729624	0.28381405469114396	0.2227393590264213	0.22849255101623311	0.26495403526620037
21264000	-33907.49602903606	-32354.241442124152	-1553.2545869119076	-32354.241442124152	-1534.76105030604	30.361155097110384	1	1	1	1	1	1	2.168163	2.168163	2.168163	0.133902	0.070112	0.335720	0.085775	0.014800	0.053535	6	2.4679545622840484E-4	2.223330307784013	0.2772955919818604	0.22183858002401816	0.22849255101623311	0.27237327697788716
21268000	-33906.5776768061	-32361.981358813307	-1544.5963179927883	-32361.981358813307	-1519.6943961094823	30.36103602782342	1	1	1	1	0	1	2.239227	2.239227	2.239227	0.222318	0.050196	0.284819	0.045343	0.0	0.108679	5	2.4366780378903255E-4	2.0972198093916106	0.28036977219373005	0.22183858002401816	0.22541837080436347	0.27237327697788716
21272000	-33879.34709418984	-32347.225360315075	-1532.1217338747667	-32347.225360315075	-1512.8359990579277	30.364320205641484	1	1	1	1	0	1	2.356853	2.356853	2.356853	0.227469	0.062783	0.291749	0.065953	0.0	0.056267	5	2.567564280953748E-4	2.0972198093916106	0.28036977219373005	0.22183858002401816	0.22541837080436347	0.27237327697788716
21276000	-33893.34950544264	-32337.793741847483	-1555.5557635951573	-32337.793741847483	-1538.1444856715952	30.36217702963317	1	1	1	1	1	1	2.278003	2.278003	2.278003	0.187518	0.045404	0.246414	0.114496	0.018741	0.021951	6	2.4952731575360017E-4	2.0972198093916106	0.28036977219373005	0.22183858002401816	0.22541837080436347	0.27237327697788716
21280000	-33924.25893650115	-32359.185250737693	-1565.073685763459	-32359.185250737693	-1545.8447146694111	30.369767776930686	1	1	1	1	1	1	2.567361	2.567361	2.567361	0.187899	0.062040	0.243159	0.043405	0.032260	0.090311	6	2.5543176138027445E-4	2.0972198093916106	0.279212214682162	0.22183858002401816	0.22657592831593154	0.27237327697788716
21284000	-33939.98348481107	-32379.828833685995	-1560.1546511250735	-32379.828833685995	-1539.9270681962114	30.05746112722196	1	1	1	1	1	1	2.274887	2.274887	2.274887	0.115306	0.066752	0.318759	0.039004	0.004438	0.037280	6	2.3474489410515683E-4	2.0972198093916106	0.279212214682162	0.22183858002401816	0.22657592831593154	0.27237327697788716
21288000	-33948.44445195676	-32380.454961984444	-1567.9894899723158	-32380.454961984444	-1550.1506787060998	30.056227225851536	1	1	1	1	0	1	2.549366	2.549366	2.549366	0.198602	0.059040	0.256577	0.069709	0.0	0.081272	5	2.3626064214567378E-4	2.0972198093916106	0.279212214682162	0.22317651818252238	0.2282321586826568	0.26937910845265767
21292000	-33929.662363767085	-32367.441821212244	-1562.2205425548452	-32367.441821212244	-1544.4364482817082	30.057794349421695	1	1	1	1	1	1	2.428848	2.428848	2.428848	0.164330	0.047957	0.175540	0.061581	0.000352	0.072767	6	2.452708046710712E-4	2.0972198093916106	0.2804563838063071	0.22193234905837725	0.2282321586826568	0.26937910845265767
21296000	-33942.83151284677	-32365.128809198806	-1577.7027036479674	-32365.128809198806	-1555.7940189411736	30.058394046160462	1	1	1	1	1	1	2.358349	2.358349	2.358349	0.185429	0.058136	0.309650	0.014075	0.010491	0.040366	6	2.521008679389572E-4	2.1586448213349594	0.2804563838063071	0.22193234905837725	0.2282321586826568	0.26937910845265767
21300000	-33926.04838647978	-32349.054486519068	-1576.9938999607089	-32349.054486519068	-1560.9771434161487	30.06182356043483	1	1	1	1	0	1	2.621644	2.621644	2.621644	0.120552	0.093152	0.154396	0.058382	0.0	0.096576	5	2.3731362484960802E-4	2.080491507562241	0.27746337332919646	0.22193234905837725	0.23122516915976746	0.26937910845265767
21304000	-33942.122148411065	-32361.2652500164	-1580.8568983946634	-32361.2652500164	-1561.7059546522603	30.05769235198832	1	1	1	1	0	1	2.600396	2.600396	2.600396	0.189789	0.037408	0.217675	0.098681	0.0	0.030371	5	2.357991494069954E-4	2.111339700014249	0.27941463277430906	0.22621248598182073	0.2288003160330869	0.26557256521078215
21308000	-33939.05919912704	-32370.73009210719	-1568.3291070198518	-32370.73009210719	-1550.5358008323897	30.05784868649387	1	1	1	1	1	1	2.514740	2.514740	2.514740	0.225929	0.048004	0.285318	0.093421	0.031191	0.022400	6	2.39381343411375E-4	2.111339700014249	0.27941463277430906	0.22621248598182073	0.2288003160330869	0.26557256521078215
21312000	-33945.43365357565	-32365.783300567797	-1579.6503530078567	-32365.783300567797	-1559.3160061531205	30.057837594547376	1	1	1	1	1	1	2.380842	2.380842	2.380842	0.324582	0.051201	0.200133	0.066116	0.061775	0.054015	6	2.551281990322052E-4	2.111339700014249	0.27941463277430906	0.22621248598182073	0.2288003160330869	0.26557256521078215
21316000	-33931.91311096191	-32374.993328647583	-1556.9197823143277	-32374.993328647583	-1538.926908621406	30.05796369175679	1	1	1	1	1	1	2.351692	2.351692	2.351692	0.161579	0.090446	0.315162	0.094250	0.045869	0.041071	6	2.513683329106975E-4	2.111339700014249	0.27941463277430906	0.22621248598182073	0.2288003160330869	0.26557256521078215
21320000	-33944.16359557395	-32377.902663778506	-1566.2609317954405	-32377.902663778506	-1550.140086688617	30.728783940998646	1	1	1	1	0	1	2.381839	2.381839	2.381839	0.157807	0.075116	0.254106	0.101708	0.0	0.131240	5	2.452587506089014E-4	2.111339700014249	0.27941463277430906	0.22621248598182073	0.2288003160330869	0.26557256521078215
21324000	-33936.90139598507	-32386.60884957894	-1550.2925464061275	-32386.60884957894	-1532.5201751850718	30.728474901939833	1	1	1	1	1	1	2.333840	2.333840	2.333840	0.211875	0.035950	0.245210	0.058836	0.025058	0.037394	6	2.4605816607028503E-4	2.111339700014249	0.2806044860726842	0.22621248598182073	0.22761046273471178	0.26557256521078215
21328000	-33943.35216469355	-32384.169666347374	-1559.182498346173	-32384.169666347374	-1542.9078723647851	30.72801399121158	1	1	1	1	1	1	2.253632	2.253632	2.253632	0.179092	0.057988	0.189890	0.030862	0.015208	0.038696	6	2.3525854894311936E-4	2.111339700014249	0.2792098118160662	0.22127171592577594	0.22761046273471178	0.27190800952344496
21332000	-33942.628175589685	-32387.122783828283	-1555.5053917614025	-32387.122783828283	-1539.5125427187522	30.72759463334762	1	1	1	1	0	1	2.397563	2.397563	2.397563	0.177114	0.064074	0.212715	0.046783	0.0	0.069984	5	2.3693850347666153E-4	2.111339700014249	0.29158057970734924	0.22127171592577594	0.22761046273471178	0.2595372416321619
21336000	-33923.945149008556	-32368.631525663164	-1555.313623345393	-32368.631525663164	-1539.8128281879542	30.723717693303755	1	1	1	1	0	1	2.414208	2.414208	2.414208	0.262907	0.128137	0.384935	0.052092	0.0	0.047516	5	2.464441710831099E-4	2.111339700014249	0.29158057970734924	0.22127171592577594	0.22761046273471178	0.2595372416321619
21340000	-33932.843575228944	-32365.495733275915	-1567.3478419530293	-32365.495733275915	-1548.955298606015	30.72269969135362	1	1	1	1	1	1	2.387924	2.387924	2.387924	0.095798	0.035361	0.198529	0.109243	0.031082	0.031029	6	2.4163666999653597E-4	1.9967203067286416	0.286623505634493	0.2262287899986322	0.22761046273471178	0.2595372416321619
21344000	-33935.39423773526	-32369.451056616635	-1565.9431811186196	-32369.451056616635	-1542.6168877716173	30.72152516595918	1	1	1	1	1	1	2.187159	2.187159	2.187159	0.155096	0.061140	0.262092	0.096858	0.040531	0.033580	6	2.4366015304956552E-4	1.9967203067286416	0.286623505634493	0.21845420709902855	0.23538504563431542	0.2595372416321619
21348000	-33940.69978455398	-32368.24354840451	-1572.4562361494686	-32368.24354840451	-1547.0853383094038	30.72515213894429	1	1	1	1	1	1	2.430637	2.430637	2.430637	0.148922	0.043137	0.253188	0.027123	0.059271	0.030699	6	2.53425898337403E-4	1.9481049079054167	0.286623505634493	0.21845420709902855	0.23538504563431542	0.2595372416321619
21352000	-33926.53870265945	-32364.023264278272	-1562.5154383811723	-32364.023264278272	-1545.14708548998	30.72504147266962	1	1	1	1	1	1	2.429763	2.429763	2.429763	0.165847	0.062133	0.202021	0.070734	0.000699	0.085376	6	2.5017502256202576E-4	1.8556318844903814	0.286623505634493	0.21845420709902855	0.22694760744547837	0.267974679820999
21356000	-33932.38691015763	-32369.670277398727	-1562.7166327588989	-32369.670277398727	-1545.2022003095701	30.72247176593613	1	1	1	1	1	1	2.451418	2.451418	2.451418	0.195449	0.073956	0.182240	0.039161	0.029306	0.028701	6	2.4123098687271914E-4	2.3719488941384643	0.286623505634493	0.21845420709902855	0.22694760744547837	0.267974679820999
21360000	-33948.41741706849	-32384.5781044898	-1563.8393125786954	-32384.5781044898	-1547.6592419477554	30.72139711542032	1	1	1	1	0	1	2.393582	2.393582	2.393582	0.156545	0.062488	0.291034	0.053775	0.0	0.076890	5	2.3869325906803374E-4	2.3719488941384643	0.286623505634493	0.21413921026123375	0.23126260428327317	0.267974679820999
21364000	-33937.907274598896	-32375.201562225095	-1562.705712373802	-32375.201562225095	-1547.0024602669107	30.719829241760785	1	1	1	1	0	1	2.411995	2.411995	2.411995	0.267039	0.062510	0.233584	0.050964	0.0	0.064416	5	2.4547200851639104E-4	2.196086182911818	0.2817989561461026	0.2190370126885054	0.23118935134439192	0.267974679820999
21368000	-33934.71097240485	-32366.43444280049	-1568.2765296043544	-32366.43444280049	-1551.5639958636532	30.373782927430913	1	1	1	1	1	1	2.449257	2.449257	2.449257	0.184867	0.042020	0.224961	0.070447	0.040739	0.040261	6	2.3730481371435453E-4	1.9433467277712235	0.2817989561461026	0.2190370126885054	0.23118935134439192	0.267974679820999
21372000	-33944.45861577057	-32364.497257593313	-1579.961358177259	-32364.497257593313	-1562.2384332177694	30.376357582534517	1	1	1	1	1	1	2.245488	2.245488	2.245488	0.236524	0.052465	0.236064	0.069032	0.034212	0.010045	6	2.4848554358127315E-4	1.9433467277712235	0.2817989561461026	0.2190370126885054	0.23053823592651565	0.26862579523887525
21376000	-33946.073934404456	-32369.10852867098	-1576.9654057334756	-32369.10852867098	-1557.1074729921663	30.375289036544018	1	1	1	1	1	1	2.472166	2.472166	2.472166	0.188709	0.037473	0.264361	0.110471	0.016308	0.071301	6	2.429240748696144E-4	1.9433467277712235	0.2817989561461026	0.2190370126885054	0.23053823592651565	0.26862579523887525
21380000	-33941.70825797897	-32383.24575880522	-1558.4624991737546	-32383.24575880522	-1541.6846228063607	31.210126408971306	1	1	1	1	1	1	2.299395	2.299395	2.299395	0.189833	0.085255	0.265275	0.025429	0.011202	0.045330	6	2.4129418779365018E-4	1.9433467277712235	0.2817989561461026	0.2190370126885054	0.23053823592651565	0.26862579523887525
21384000	-33936.37196773848	-32362.748160810726	-1573.6238069277513	-32362.748160810726	-1553.730341860996	31.20263278788505	1	1	1	1	1	1	2.293423	2.293423	2.293423	0.226659	0.048036	0.195749	0.080146	0.038908	0.045590	6	2.3827743790616577E-4	2.2547756090971443	0.2817989561461026	0.2190370126885054	0.23053823592651565	0.26862579523887525
21388000	-33949.43998037455	-32388.052060204544	-1561.3879201700008	-32388.052060204544	-1539.8268583885024	31.198607760524656	1	1	1	1	1	1	2.338872	2.338872	2.338872	0.146196	0.071907	0.240256	0.033338	0.032895	0.058359	6	2.48978730528413E-4	2.2198317346842287	0.2817989561461026	0.21736269205473063	0.2322125565602904	0.26862579523887525
21392000	-33936.73909456744	-32371.493903727518	-1565.2451908399237	-32371.493903727518	-1548.5181629040476	30.571542302933807	1	1	1	1	1	1	2.300246	2.300246	2.300246	0.119808	0.093276	0.241402	0.037709	0.021550	0.043159	6	2.505888538267522E-4	2.1009017653499567	0.2817989561461026	0.21736269205473063	0.2322125565602904	0.26862579523887525
21396000	-33952.116401506544	-32371.201007789045	-1580.915393717503	-32371.201007789045	-1561.863877023721	30.5715910029235	1	1	1	1	1	1	2.611724	2.611724	2.611724	0.145159	0.078922	0.143514	0.144847	0.041610	0.048312	6	2.50352538804334E-4	2.1009017653499567	0.2817989561461026	0.21736269205473063	0.2322125565602904	0.26862579523887525
21400000	-33957.47769134918	-32365.78246384588	-1591.6952275033	-32365.78246384588	-1572.6227349541964	30.572128531993613	1	1	1	1	1	1	2.550369	2.550369	2.550369	0.254397	0.042789	0.210138	0.056879	0.084049	0.020546	6	2.431726134437895E-4	2.1689397199018914	0.2817989561461026	0.21736269205473063	0.23043972347784358	0.2703986283213221
21404000	-33963.2929789999	-32363.501323846005	-1599.7916551538972	-32363.501323846005	-1581.8614111632162	30.57200026729709	1	1	1	1	0	1	2.299843	2.299843	2.299843	0.301911	0.053757	0.396553	0.095946	0.0	0.075387	5	2.3491520298091678E-4	2.324858279970506	0.2817989561461026	0.21736269205473063	0.23043972347784358	0.2703986283213221
21408000	-33964.75445562916	-32378.03106970271	-1586.7233859264554	-32378.03106970271	-1567.6266889248252	30.575895794580195	1	1	1	1	0	1	2.350671	2.350671	2.350671	0.207352	0.034002	0.307051	0.063039	0.0	0.096856	5	2.2464021997688105E-4	2.068214736517711	0.2796929650225504	0.2194686831782828	0.2350143668620084	0.2658239849371573
21412000	-33955.61325782947	-32364.418380193056	-1591.1948776364186	-32364.418380193056	-1566.06815578481	30.63132683409746	1	1	1	1	1	1	2.549912	2.549912	2.549912	0.114720	0.100974	0.418317	0.061842	0.005635	0.050243	6	2.3929203360097218E-4	2.068214736517711	0.2796929650225504	0.2194686831782828	0.2350143668620084	0.2658239849371573
21416000	-33945.71764281159	-32365.088601568765	-1580.6290412428245	-32365.088601568765	-1562.6119437670072	30.631735217761328	1	1	1	1	0	1	2.405297	2.405297	2.405297	0.065190	0.065306	0.583037	0.057450	0.0	0.083063	5	2.544545615996169E-4	2.068214736517711	0.2796929650225504	0.2194686831782828	0.23355701445454094	0.2672813373446248
21420000	-33968.837323007276	-32373.85891457238	-1594.9784084348917	-32373.85891457238	-1572.9152739799351	30.627261318538796	1	1	1	1	0	1	2.538736	2.538736	2.538736	0.180269	0.019666	0.291206	0.085086	0.0	0.064753	5	2.4367994983971256E-4	2.068214736517711	0.28099431908976674	0.21816732911106648	0.23355701445454094	0.2672813373446248
21424000	-33944.77303154811	-32376.45572696834	-1568.3173045797685	-32376.45572696834	-1549.2383005870786	30.39144925474295	1	1	1	1	0	1	2.415232	2.415232	2.415232	0.127212	0.042963	0.447478	0.077192	0.0	0.084997	5	2.568163602670082E-4	2.2197914945711035	0.2857143171287562	0.21816732911106648	0.23355701445454094	0.2625613393056353
21428000	-33953.527837892034	-32366.727145568653	-1586.8006923233818	-32366.727145568653	-1568.7504325323844	30.388759965574867	1	1	1	1	0	1	2.536532	2.536532	2.536532	0.064679	0.020134	0.300731	0.067386	0.0	0.050059	5	2.463662920922502E-4	2.180966370808983	0.2857143171287562	0.21816732911106648	0.23355701445454094	0.2625613393056353
21432000	-33959.52050042895	-32374.180276174317	-1585.3402242546342	-32374.180276174317	-1565.4463861051993	30.38532158826201	1	1	1	1	0	1	2.464117	2.464117	2.464117	0.132489	0.060276	0.380685	0.056897	0.0	0.040469	5	2.4614041857478095E-4	2.217027115524794	0.28492617545407856	0.2248981654592275	0.2280605879774624	0.2621150711092305
21436000	-33937.29303855462	-32346.88343353948	-1590.409605015142	-32346.88343353948	-1571.9020813970183	30.377558608565675	1	1	1	1	0	1	2.492877	2.492877	2.492877	0.094171	0.024152	0.249689	0.110616	0.0	0.058069	5	2.3966316932131536E-4	1.9268457775682828	0.28492617545407856	0.2248981654592275	0.2280605879774624	0.2621150711092305
21440000	-33936.011597591605	-32345.96206718706	-1590.04953040454	-32345.96206718706	-1565.6016150921519	30.374775777025214	1	1	1	1	1	1	2.702401	2.702401	2.702401	0.118488	0.087823	0.271573	0.060246	0.004237	0.051270	6	2.3671696192812332E-4	1.978652905063192	0.2902441198943561	0.2185567936819434	0.22520649115495367	0.26599259526874575
21444000	-33922.55742454385	-32340.827156914136	-1581.7302676297095	-32340.827156914136	-1563.5964992931526	30.450133414016623	1	1	1	1	0	1	2.347617	2.347617	2.347617	0.166345	0.083481	0.277907	0.055984	0.0	0.066247	5	2.3942151279740626E-4	2.250734803118743	0.2902441198943561	0.2197696360435415	0.22520649115495367	0.26477975290714767
21448000	-33942.63964385365	-32357.114846093977	-1585.5247977596719	-32357.114846093977	-1564.4731504173635	30.4536157609787	1	1	1	1	1	1	2.431903	2.431903	2.431903	0.106065	0.089765	0.183431	0.042754	0.035469	0.033266	6	2.4014459516172779E-4	2.250734803118743	0.27840341281450387	0.2197696360435415	0.23704719823480594	0.26477975290714767
21452000	-33923.29232710851	-32351.21860323321	-1572.0737238752974	-32351.21860323321	-1552.9677058955795	30.31341349227694	1	1	1	0	0	1	2.531110	2.531110	2.531110	0.064292	0.142151	0.378156	0.0	0.0	0.060872	4	2.4386083080406624E-4	2.1283813298186565	0.27840341281450387	0.2197696360435415	0.23704719823480594	0.26477975290714767
21456000	-33913.531786574495	-32350.821001984474	-1562.7107845900182	-32350.821001984474	-1545.9160621374645	30.310565960963974	1	1	1	1	0	1	2.365820	2.365820	2.365820	0.218239	0.051230	0.381867	0.055914	0.0	0.063896	5	2.3887319890131018E-4	2.2581334101521526	0.2767056984927287	0.2214673503653167	0.23704719823480594	0.26477975290714767
21460000	-33919.847740118734	-32364.347014970896	-1555.5007251478396	-32364.347014970896	-1538.7951626379413	30.305257056037544	1	1	1	1	0	1	2.404685	2.404685	2.404685	0.087142	0.073796	0.298492	0.018594	0.0	0.067292	5	2.4244144352755082E-4	2.2581334101521526	0.2767056984927287	0.22550898689834814	0.2330055617017745	0.26477975290714767
21464000	-33915.67106548435	-32357.570528179986	-1558.1005373043615	-32357.570528179986	-1538.7930982090882	30.303372070600936	1	1	1	1	0	1	2.314498	2.314498	2.314498	0.163831	0.022887	0.259556	0.092872	0.0	0.063514	5	2.4842385603081535E-4	1.964450765400117	0.2767056984927287	0.22550898689834814	0.2330055617017745	0.26477975290714767
21468000	-33904.4513703558	-32355.06399484884	-1549.387375506958	-32355.06399484884	-1533.7550695802634	29.717527995669357	1	1	1	1	0	1	2.365517	2.365517	2.365517	0.146112	0.068771	0.356346	0.115745	0.0	0.073343	5	2.539502613470434E-4	1.964450765400117	0.27770765904332245	0.22550898689834814	0.2330055617017745	0.2637777923565539
21472000	-33920.01019628969	-32369.550005158984	-1550.4601911307022	-32369.550005158984	-1531.3580324557574	29.98802539638412	1	1	1	1	1	1	2.481430	2.481430	2.481430	0.158954	0.099917	0.435784	0.032342	0.019255	0.087828	6	2.4436357382273287E-4	1.964450765400117	0.2825297011123857	0.22116851670204685	0.2330055617017745	0.263296220483792
21476000	-33923.650967045214	-32364.731827470307	-1558.9191395749076	-32364.731827470307	-1542.2045010020147	29.988398405246826	1	1	1	1	1	1	2.309720	2.309720	2.309720	0.143409	0.096855	0.250923	0.074186	0.016734	0.029128	6	2.4939317561333826E-4	1.964450765400117	0.2825297011123857	0.2181244631715994	0.2330055617017745	0.26634027401423943
21480000	-33908.36093090209	-32358.15534969723	-1550.2055812048573	-32358.15534969723	-1532.805558456298	30.040389171264845	1	1	1	1	0	1	2.369475	2.369475	2.369475	0.264421	0.061438	0.229425	0.075624	0.0	0.039567	5	2.420114606840555E-4	2.142143273029867	0.2825297011123857	0.2181244631715994	0.2330055617017745	0.26634027401423943
21484000	-33899.37767968319	-32358.055366982262	-1541.322312700925	-32358.055366982262	-1521.6749611079044	29.333689299044913	1	1	1	1	0	1	2.416268	2.416268	2.416268	0.151704	0.044759	0.251294	0.055567	0.0	0.060319	5	2.612599297935721E-4	2.0373469094283148	0.2805529699348485	0.22660686601485094	0.22649989003606008	0.26634027401423943
21488000	-33909.17553358733	-32366.923656429168	-1542.2518771581672	-32366.923656429168	-1524.1828536629075	29.333005531506554	1	1	1	1	1	1	2.486414	2.486414	2.486414	0.267831	0.042886	0.148003	0.061565	0.030396	0.025800	6	2.3995968307328274E-4	2.0373469094283148	0.2759956460529197	0.22660686601485094	0.23105721391798886	0.26634027401423943
21492000	-33916.96500869224	-32380.789797303773	-1536.1752113884704	-32380.789797303773	-1514.6748590061895	29.329263714019575	1	1	1	1	1	1	2.263589	2.263589	2.263589	0.263328	0.032642	0.287790	0.102218	0.028884	0.063269	6	2.4193770330183792E-4	2.2582554069268084	0.2759956460529197	0.22660686601485094	0.23105721391798886	0.26634027401423943
21496000	-33945.450171586985	-32393.587551627003	-1551.8626199599819	-32393.587551627003	-1531.9501405956546	29.327840121916687	1	1	1	1	0	1	2.200335	2.200335	2.200335	0.235229	0.101449	0.387109	0.027593	0.0	0.074431	5	2.628011480676676E-4	2.2582554069268084	0.27935567360566677	0.22660686601485094	0.22769718636524183	0.26634027401423943
21500000	-33936.31730691614	-32373.426127960312	-1562.8911789558265	-32373.426127960312	-1542.5326106136765	29.320028606972663	1	1	1	1	1	1	2.359735	2.359735	2.359735	0.108862	0.022595	0.354260	0.039939	0.019788	0.117394	6	2.507043597311949E-4	2.102850449827965	0.27935567360566677	0.22660686601485094	0.22769718636524183	0.26634027401423943
21504000	-33940.456847586145	-32371.01359098371	-1569.4432566024298	-32371.01359098371	-1544.9701852276266	29.6708115551113	1	1	1	1	1	1	2.710399	2.710399	2.710399	0.221255	0.020954	0.167347	0.043105	0.026117	0.015048	6	2.572081429814981E-4	2.102850449827965	0.27878851271811106	0.22717402690240668	0.22769718636524183	0.26634027401423943
21508000	-33909.391746940746	-32357.348022732665	-1552.0437242080843	-32357.348022732665	-1531.407715447768	29.66933663036957	1	1	1	1	1	1	2.468248	2.468248	2.468248	0.171206	0.085804	0.196721	0.076966	0.038994	0.022765	6	2.488977192869754E-4	2.102850449827965	0.27878851271811106	0.2169948073662532	0.2378764059013953	0.26634027401423943
21512000	-33916.17545229229	-32349.997795733616	-1566.1776565586767	-32349.997795733616	-1545.38875009725	29.668086897522176	1	1	1	1	1	1	2.463369	2.463369	2.463369	0.185183	0.063865	0.339187	0.081915	0.034106	0.059793	6	2.3894487856815927E-4	2.102850449827965	0.27878851271811106	0.2169948073662532	0.2378764059013953	0.26634027401423943
21516000	-33901.88706560866	-32348.947013708534	-1552.9400519001265	-32348.947013708534	-1535.7508063971009	29.666948299784714	1	1	1	1	0	1	2.355766	2.355766	2.355766	0.280180	0.095952	0.277324	0.062158	0.0	0.067166	5	2.426360779536187E-4	2.102850449827965	0.27878851271811106	0.2169948073662532	0.2378764059013953	0.26634027401423943
21520000	-33906.495216108866	-32341.75607631822	-1564.7391397906483	-32341.75607631822	-1545.5025718333773	29.671703661214547	1	1	1	1	0	1	2.196281	2.196281	2.196281	0.185055	0.039271	0.326929	0.115919	0.0	0.046807	5	2.469508892984427E-4	2.102850449827965	0.27878851271811106	0.2169948073662532	0.2378764059013953	0.26634027401423943
21524000	-33915.25137482279	-32361.95187082565	-1553.2995039971336	-32361.95187082565	-1533.4688056927155	29.668170290298495	1	1	1	1	1	1	2.403930	2.403930	2.403930	0.128467	0.048462	0.246993	0.043493	0.051972	0.025700	6	2.301431396909673E-4	2.102850449827965	0.27912678780312583	0.2169948073662532	0.2378764059013953	0.26600199892922466
21528000	-33903.346569577996	-32355.24422496776	-1548.1023446102351	-32355.24422496776	-1532.1722090931632	29.66297704131583	1	1	1	1	0	1	2.148624	2.148624	2.148624	0.219902	0.090731	0.272139	0.102074	0.0	0.066794	5	2.39979053615783E-4	2.0179018409070464	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21532000	-33908.09696114445	-32352.403137865753	-1555.6938232786968	-32352.403137865753	-1534.9025761371677	29.65453535203715	1	1	1	1	0	1	2.344205	2.344205	2.344205	0.244466	0.074853	0.330374	0.045475	0.0	0.111620	5	2.557385302021505E-4	2.0179018409070464	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21536000	-33927.461201949416	-32367.818734322693	-1559.6424676267225	-32367.818734322693	-1536.486747079558	29.65442076666339	1	1	1	1	0	1	2.189217	2.189217	2.189217	0.272275	0.026657	0.323904	0.070372	0.0	0.052088	5	2.4520520376996056E-4	2.0179018409070464	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21540000	-33926.952027568856	-32368.85187966058	-1558.1001479082806	-32368.85187966058	-1535.0871644685685	29.652152973108645	1	1	1	1	1	1	2.338999	2.338999	2.338999	0.141509	0.065402	0.252210	0.033936	0.053185	0.058334	6	2.3955878051273128E-4	2.1141721092433823	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21544000	-33906.51425076423	-32344.64648054913	-1561.8677702150976	-32344.64648054913	-1540.9864408004244	30.615523708987794	1	1	1	1	1	1	2.472916	2.472916	2.472916	0.237373	0.094496	0.378619	0.043366	0.029670	0.069586	6	2.426248510381888E-4	2.1461831932207573	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21548000	-33904.482373862345	-32345.279300460028	-1559.20307340232	-32345.279300460028	-1542.0370820780583	30.064518617691103	1	1	1	1	1	1	2.545425	2.545425	2.545425	0.139429	0.069831	0.263125	0.066859	0.016262	0.039215	6	2.4015879396733724E-4	2.3715479700255875	0.2886660230323171	0.21627098266742456	0.23011127413897145	0.2649517201612859
21552000	-33902.22983114998	-32351.18958419085	-1551.040246959134	-32351.18958419085	-1533.1378318790573	30.069650550795565	1	1	1	1	1	1	2.339154	2.339154	2.339154	0.226821	0.056801	0.294285	0.049701	0.048126	0.026043	6	2.4413913707121393E-4	2.3715479700255875	0.29011462957013073	0.21627098266742456	0.2286626676011578	0.2649517201612859
21556000	-33942.55866818879	-32360.84567198187	-1581.7129962069148	-32360.84567198187	-1553.7758209493043	30.07066521948213	1	1	1	1	1	1	2.457781	2.457781	2.457781	0.202470	0.042452	0.146548	0.067225	0.037977	0.052574	6	2.676046264810151E-4	2.2859186860780434	0.29011462957013073	0.21751239286798782	0.2286626676011578	0.26371030996072264
21560000	-33922.7631220354	-32347.185764217164	-1575.577357818239	-32347.185764217164	-1554.9186146056495	30.07057910311311	1	1	1	1	1	1	2.568777	2.568777	2.568777	0.232157	0.050034	0.309620	0.092597	0.045164	0.045798	6	2.3615016271913764E-4	2.2859186860780434	0.29011462957013073	0.22300893960169027	0.22619440757303755	0.26068202325514045
21564000	-33932.703080196035	-32354.06109068118	-1578.6419895148551	-32354.06109068118	-1559.5326128973418	30.060543794370343	1	1	1	1	1	1	2.371503	2.371503	2.371503	0.164282	0.058528	0.258408	0.077692	0.012875	0.048653	6	2.3974007760133072E-4	2.2859186860780434	0.29011462957013073	0.22300893960169027	0.22619440757303755	0.26068202325514045
21568000	-33949.002037755934	-32379.58248358612	-1569.4195541698168	-32379.58248358612	-1551.8490452408194	30.06406755679142	1	1	1	1	0	1	2.463588	2.463588	2.463588	0.127071	0.040795	0.423921	0.068516	0.0	0.090473	5	2.428756079325267E-4	2.0142377904261783	0.29011462957013073	0.22300893960169027	0.22619440757303755	0.26068202325514045
