Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
112000	-44389.23729481062	-42087.993599949245	-2301.243694861377	-42087.993599949245	-2267.0614622857333	29.433038150038332	1	1	1	0	0	1	7.873546	7.873546	7.873546	0.041299	0.105320	0.468784	0.0	0.0	0.017758	4	2.1666877383143615E-4	2.087042669506671	0.27644061515482293	0.21948226820821085	0.22920127190662845	0.2748758447303378
116000	-44042.575714400824	-41764.06101514915	-2278.514699251678	-41764.06101514915	-2245.588687425207	29.433022110418385	1	1	1	0	0	1	8.453879	8.453879	8.453879	0.114520	0.139263	0.392861	0.0	0.0	0.079631	4	2.1642848665605813E-4	2.087042669506671	0.27644061515482293	0.21948226820821085	0.22920127190662845	0.2748758447303378
120000	-43672.72637322527	-41392.24913995221	-2280.4772332730563	-41392.24913995221	-2244.668582694855	29.43253637274145	1	1	1	1	0	1	8.901015	8.901015	8.901015	0.108534	0.078029	0.436791	0.033464	0.0	0.034854	5	2.1747968717804428E-4	2.087042669506671	0.27644061515482293	0.21692923663538802	0.22920127190662845	0.27742887630316065
124000	-43308.90726731185	-41052.03307223983	-2256.8741950720187	-41052.03307223983	-2222.8125621624135	29.43157029073392	1	1	1	1	0	1	8.211741	8.211741	8.211741	0.046355	0.088689	0.413572	0.029795	0.0	0.036877	5	2.1864966361815632E-4	2.087042669506671	0.27644061515482293	0.21612891957045224	0.23299789180358513	0.27443257347113975
128000	-43208.801110568784	-40965.06779208953	-2243.733318479253	-40965.06779208953	-2207.154275759573	29.424373684657645	1	1	1	1	0	1	8.365781	8.365781	8.365781	0.083131	0.081121	0.346436	0.055322	0.0	0.037237	5	2.1161858434816554E-4	1.9430756822363862	0.28000463055389024	0.21612891957045224	0.23299789180358513	0.27086855807207244
132000	-43079.86919974675	-40831.39829171539	-2248.4709080313582	-40831.39829171539	-2214.293769025149	29.423703015359262	1	1	1	0	0	1	8.090586	8.090586	8.090586	0.057126	0.079516	0.444516	0.0	0.0	0.083995	4	2.152569685715833E-4	1.9430756822363862	0.28000463055389024	0.21612891957045224	0.23299789180358513	0.27086855807207244
136000	-42764.125224879754	-40535.768538716526	-2228.3566861632307	-40535.768538716526	-2195.8562922299197	29.423943048532987	1	1	1	1	0	1	7.660881	7.660881	7.660881	0.078511	0.060468	0.277480	0.044222	0.0	0.058431	5	2.1105042443620898E-4	1.9641929460116507	0.28000463055389024	0.21612891957045224	0.23299789180358513	0.27086855807207244
140000	-42138.68837891271	-39921.716770929794	-2216.971607982913	-39921.716770929794	-2184.782256820249	29.424012536336708	1	1	1	0	0	1	7.507571	7.507571	7.507571	0.043026	0.070563	0.619254	0.0	0.0	0.060335	4	2.0503292135220193E-4	1.9641929460116507	0.27902929637215407	0.22488297846687547	0.23299789180358513	0.2630898333573854
144000	-41973.60710787765	-39767.075568908986	-2206.5315389686684	-39767.075568908986	-2175.166281120264	29.423972031190235	1	1	1	1	0	1	7.428100	7.428100	7.428100	0.072873	0.058225	0.423116	0.033661	0.0	0.078785	5	2.0876851336607737E-4	1.9641929460116507	0.27902929637215407	0.22488297846687547	0.23299789180358513	0.2630898333573854
148000	-41693.67926847042	-39491.32900189083	-2202.35026657959	-39491.32900189083	-2164.0204761913556	29.424431173682642	1	1	1	1	1	1	7.982742	7.982742	7.982742	0.077269	0.099426	0.157010	0.047402	0.014483	0.042561	6	2.0918874110550633E-4	1.9641929460116507	0.27902929637215407	0.22488297846687547	0.23299789180358513	0.2630898333573854
152000	-41381.876702233014	-39195.960333497285	-2185.916368735726	-39195.960333497285	-2149.340398065627	29.423733080500362	1	1	1	1	1	1	7.263871	7.263871	7.263871	0.114004	0.067740	0.249796	0.034620	0.004163	0.077349	6	2.1938501163036277E-4	2.197311986776563	0.2766710512861431	0.22488297846687547	0.23535613688959608	0.2630898333573854
156000	-40988.12915531916	-38832.23471390097	-2155.89444141819	-38832.23471390097	-2122.3879728676097	29.423444193514065	1	1	1	0	0	1	7.011809	7.011809	7.011809	0.060539	0.076323	0.502174	0.0	0.0	0.036176	4	2.128993507246261E-4	2.197311986776563	0.2766710512861431	0.2237721861548957	0.23646692920157586	0.2630898333573854
160000	-40917.022277098855	-38741.96120204407	-2175.061075054783	-38741.96120204407	-2136.7342840615042	29.42362710513795	1	1	1	0	0	1	7.228869	7.228869	7.228869	0.056552	0.090656	0.583262	0.0	0.0	0.066387	4	2.1495449055285499E-4	2.197311986776563	0.2806340163459847	0.21712617399102344	0.23914997630560647	0.2630898333573854
164000	-40586.913514369044	-38422.07843184539	-2164.835082523659	-38422.07843184539	-2134.391249334427	29.424066173133713	1	1	1	1	0	1	7.102220	7.102220	7.102220	0.067453	0.089155	0.296376	0.078320	0.0	0.061777	5	2.0729212125117203E-4	2.1399863444052216	0.2775075347314232	0.222355995125685	0.23914997630560647	0.26098649383728534
168000	-40271.935794388235	-38116.98378634911	-2154.952008039125	-38116.98378634911	-2121.713138859801	29.42277575873987	1	1	1	1	0	1	7.443234	7.443234	7.443234	0.016213	0.085459	0.456686	0.069720	0.0	0.062069	5	2.0939034077213764E-4	2.1399863444052216	0.284303647152257	0.21668491749908972	0.23287108786720598	0.2661403474814473
172000	-40187.1398675225	-38029.68009984769	-2157.4597676748085	-38029.68009984769	-2123.44464874197	29.412311019928076	1	1	1	1	0	1	7.027666	7.027666	7.027666	0.020198	0.064146	0.388667	0.044099	0.0	0.047906	5	1.986585629542793E-4	1.9600690377722183	0.284303647152257	0.21668491749908972	0.2321475578331428	0.2668638775155105
176000	-39825.160698425534	-37688.467890511616	-2136.692807913921	-37688.467890511616	-2102.8115378082266	29.411968344927274	1	1	1	1	1	1	7.108616	7.108616	7.108616	0.048329	0.048119	0.459479	0.080293	0.027733	0.026293	6	2.1348012795392813E-4	2.301232245448127	0.284303647152257	0.21668491749908972	0.2321475578331428	0.2668638775155105
180000	-39537.60320257096	-37416.57029045871	-2121.0329121122513	-37416.57029045871	-2081.607361392369	29.410916173858233	1	1	1	1	1	1	6.168799	6.168799	6.168799	0.069976	0.053226	0.284514	0.078966	0.016672	0.076683	6	1.9966058069013004E-4	2.301232245448127	0.2858010035244671	0.21668491749908972	0.2321475578331428	0.2653665211433004
184000	-39322.759200354485	-37219.67353548543	-2103.0856648690506	-37219.67353548543	-2069.42769386984	29.411111222135574	1	1	1	1	0	1	6.400898	6.400898	6.400898	0.082891	0.050929	0.371336	0.077350	0.0	0.051218	5	2.0706560408685179E-4	2.0705069607579505	0.28517029049770487	0.21668491749908972	0.23277827085990502	0.2653665211433004
188000	-39202.65598085205	-37108.43054059414	-2094.2254402579038	-37108.43054059414	-2065.144708021391	30.044429592558085	1	1	1	0	0	1	6.226046	6.226046	6.226046	0.090102	0.103812	0.517502	0.0	0.0	0.042214	4	2.069341056609787E-4	2.0705069607579505	0.28585062431936686	0.21668491749908972	0.23277827085990502	0.2646861873216384
192000	-39060.99758981155	-36982.461228493055	-2078.5363613184995	-36982.461228493055	-2046.2244817192454	30.12799952630346	1	1	1	1	0	1	6.253880	6.253880	6.253880	0.049539	0.090933	0.334919	0.070936	0.0	0.052352	5	2.061328364692345E-4	2.0705069607579505	0.28585062431936686	0.21668491749908972	0.23277827085990502	0.2646861873216384
196000	-38750.54057516802	-36677.72531633392	-2072.815258834103	-36677.72531633392	-2041.5961999986926	30.127087410011725	1	1	1	1	1	1	5.770246	5.770246	5.770246	0.107315	0.070219	0.317000	0.035237	0.051600	0.034342	6	2.0683348660230317E-4	2.0705069607579505	0.28442338438671305	0.21668491749908972	0.23420551079255883	0.2646861873216384
200000	-38594.132743272945	-36540.78288838298	-2053.349854889963	-36540.78288838298	-2026.3697827463343	30.127882593441885	1	1	1	1	0	1	5.449778	5.449778	5.449778	0.081084	0.062878	0.321239	0.045764	0.0	0.048567	5	2.066161144509548E-4	2.0705069607579505	0.28442338438671305	0.22481186233365832	0.22607856595799022	0.2646861873216384
204000	-38346.84466177473	-36315.00015745626	-2031.844504318468	-36315.00015745626	-2003.2675475105727	30.12681835101112	1	1	1	1	1	1	5.697175	5.697175	5.697175	0.062804	0.066781	0.212972	0.053000	0.033016	0.025705	6	2.072499955657798E-4	2.239294299262571	0.28442338438671305	0.22481186233365832	0.22607856595799022	0.2646861873216384
208000	-38193.04079300345	-36160.22078185304	-2032.820011150413	-36160.22078185304	-2004.9630871900836	30.126494113466322	1	1	1	1	1	1	5.500853	5.500853	5.500853	0.136045	0.070491	0.161443	0.044918	0.028244	0.047861	6	2.1316322522108526E-4	2.239294299262571	0.28508580133413997	0.22481186233365832	0.23052120266387954	0.25958113366832214
212000	-38053.18351899694	-36033.89071850548	-2019.2928004914677	-36033.89071850548	-1992.4139680291821	30.126461481249013	1	1	1	1	1	1	5.435062	5.435062	5.435062	0.066663	0.065536	0.182822	0.072729	0.002955	0.023277	6	2.188970234096676E-4	2.239294299262571	0.28508580133413997	0.21481473495187448	0.23052120266387954	0.269578261050106
216000	-37831.63343928563	-35806.41480982918	-2025.218629456453	-35806.41480982918	-1995.8261501734653	30.12719976674994	1	1	1	1	1	1	5.536052	5.536052	5.536052	0.135961	0.067012	0.205231	0.113176	0.034596	0.030650	6	1.9263479382591853E-4	2.239294299262571	0.28508580133413997	0.2227099375854226	0.23376990459950944	0.258434356480928
220000	-37617.847883320086	-35614.279704584435	-2003.5681787356496	-35614.279704584435	-1974.423920480279	30.127568101322375	1	1	1	1	1	1	5.408378	5.408378	5.408378	0.093946	0.092690	0.310323	0.027555	0.073618	0.020761	6	2.0408866855218508E-4	2.239294299262571	0.2857165161142478	0.22207922280531472	0.23376990459950944	0.258434356480928
224000	-37536.556898834846	-35542.73805416204	-1993.8188446728107	-35542.73805416204	-1966.8315774048974	30.129232844769145	1	1	1	1	0	1	5.329221	5.329221	5.329221	0.171236	0.027849	0.198381	0.069828	0.0	0.049519	5	1.9862909246007483E-4	2.239294299262571	0.2857165161142478	0.22207922280531472	0.23376990459950944	0.258434356480928
228000	-37400.53939860989	-35422.57561080009	-1977.9637878097972	-35422.57561080009	-1953.749154063767	30.127858191538426	1	1	1	1	1	1	4.839544	4.839544	4.839544	0.183303	0.062528	0.231196	0.091937	0.007086	0.048447	6	2.0062923224082994E-4	2.239294299262571	0.28032674714595945	0.21861611937524847	0.23376990459950944	0.26728722887928263
232000	-37246.4169945426	-35259.333579617596	-1987.083414925001	-35259.333579617596	-1960.0184901279151	30.596714949143102	1	1	1	1	1	1	4.636041	4.636041	4.636041	0.108346	0.047783	0.277704	0.082179	0.012300	0.049530	6	2.0273480155614377E-4	2.239294299262571	0.28032674714595945	0.21861611937524847	0.23376990459950944	0.26728722887928263
236000	-36952.83472710997	-34989.44938528828	-1963.3853418216897	-34989.44938528828	-1937.6535846917102	30.595277339379155	1	1	1	1	1	1	5.009973	5.009973	5.009973	0.049945	0.057591	0.290205	0.032060	0.047108	0.030621	6	2.0335246783153598E-4	2.239294299262571	0.28981366047856916	0.21861611937524847	0.2242829912668997	0.26728722887928263
240000	-36819.54923550105	-34856.70887266613	-1962.8403628349215	-34856.70887266613	-1934.0837556263946	30.168745517626935	1	1	1	1	1	1	4.819451	4.819451	4.819451	0.073501	0.077314	0.330266	0.018302	0.020222	0.053071	6	1.9589422844697553E-4	2.2165313602548165	0.28981366047856916	0.21861611937524847	0.2242829912668997	0.26728722887928263
244000	-36654.20242136753	-34703.78959609933	-1950.412825268209	-34703.78959609933	-1921.2244608472788	30.16979057414822	1	1	1	1	1	1	5.363094	5.363094	5.363094	0.175878	0.040311	0.147183	0.050632	0.019756	0.047040	6	1.956997169344918E-4	2.2165313602548165	0.2872208365064563	0.21861611937524847	0.22436750896124041	0.2697955351570548
248000	-36465.0068443098	-34547.47048933971	-1917.5363549700933	-34547.47048933971	-1895.157050405503	30.16882049278829	1	1	1	1	0	1	4.727240	4.727240	4.727240	0.088235	0.095883	0.389151	0.036214	0.0	0.069125	5	2.0365861238821594E-4	2.2165313602548165	0.2872208365064563	0.22329254606068089	0.22436750896124041	0.2651191084716224
252000	-36435.486186230046	-34510.841980690675	-1924.6442055393727	-34510.841980690675	-1898.5709603534249	30.169265545662164	1	1	1	1	1	1	4.765442	4.765442	4.765442	0.055231	0.069901	0.426968	0.050066	0.006007	0.055919	6	1.8607658439381565E-4	2.083623686922063	0.2872208365064563	0.21727734387671294	0.23374895077395547	0.2617528688428753
256000	-36396.55628978953	-34476.25880990752	-1920.2974798820073	-34476.25880990752	-1893.2293372798101	30.171427564842247	1	1	1	1	0	1	4.437301	4.437301	4.437301	0.094665	0.107921	0.430354	0.032041	0.0	0.067487	5	2.019608019820701E-4	2.1380116736640877	0.27838583044231785	0.21727734387671294	0.2341480490441006	0.27018877663686863
260000	-36250.50970785785	-34361.44867362155	-1889.0610342362963	-34361.44867362155	-1862.1524754690058	30.17175461382138	1	1	1	1	1	1	4.176508	4.176508	4.176508	0.087562	0.066748	0.358711	0.050074	0.020615	0.024368	6	2.0319068132013595E-4	2.1380116736640877	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
264000	-36089.23580071737	-34212.3723368224	-1876.8634638949638	-34212.3723368224	-1851.4851775597583	30.171437270917465	1	1	1	1	1	1	4.073356	4.073356	4.073356	0.025911	0.063670	0.442570	0.080682	0.013432	0.031626	6	2.0840699813300706E-4	2.229590910619411	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
268000	-35982.04263124432	-34128.25659014255	-1853.7860411017737	-34128.25659014255	-1830.5066312231534	30.171761293463923	1	1	1	1	1	1	3.887220	3.887220	3.887220	0.089494	0.098472	0.369788	0.041276	0.049181	0.033890	6	2.0439836945956342E-4	2.229590910619411	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
272000	-35849.9751431726	-34002.97399974715	-1847.0011434254566	-34002.97399974715	-1825.5294989977228	30.172626091847107	1	1	1	0	0	1	3.841655	3.841655	3.841655	0.169291	0.173185	0.481063	0.0	0.0	0.062277	4	2.0659719993885075E-4	2.183844545969489	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
276000	-35643.32315152263	-33816.1677233823	-1827.1554281403312	-33816.1677233823	-1805.0124762418832	30.17039775720065	1	1	1	1	0	1	3.676162	3.676162	3.676162	0.074528	0.056937	0.385893	0.053611	0.0	0.052425	5	2.0730621520497015E-4	2.099897073572961	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
280000	-35549.707840486284	-33729.15931971528	-1820.5485207709978	-33729.15931971528	-1800.9096012769016	30.202669428660474	1	1	1	1	0	1	3.559232	3.559232	3.559232	0.176689	0.062223	0.456353	0.030481	0.0	0.074622	5	2.1203768854395993E-4	2.4124692682391577	0.27838583044231785	0.22566187042694222	0.22576352249387133	0.27018877663686863
284000	-35502.78141304437	-33699.97593596641	-1802.8054770779609	-33699.97593596641	-1782.1515710656427	29.92500823525342	1	1	1	1	0	1	3.660737	3.660737	3.660737	0.090405	0.067455	0.474729	0.024842	0.0	0.084264	5	2.1231109955940084E-4	2.4124692682391577	0.27594948238921346	0.22566187042694222	0.2281998705469757	0.27018877663686863
288000	-35448.26339662341	-33645.14633540108	-1803.1170612223373	-33645.14633540108	-1782.4507901706925	29.924842270317992	1	1	1	1	1	1	3.484184	3.484184	3.484184	0.120891	0.091454	0.193336	0.028762	0.027853	0.045249	6	2.2226787373469758E-4	2.4124692682391577	0.27594948238921346	0.22566187042694222	0.2281998705469757	0.27018877663686863
292000	-35409.86900741595	-33624.93808761261	-1784.9309198033427	-33624.93808761261	-1763.3652513240838	29.924702999756807	1	1	1	1	1	1	3.346777	3.346777	3.346777	0.130060	0.068008	0.345285	0.064538	0.001991	0.061612	6	2.1792236013448734E-4	2.4124692682391577	0.2763167068674812	0.21848141662995543	0.23501309986569477	0.27018877663686863
296000	-35417.23924516408	-33623.75814230888	-1793.4811028552022	-33623.75814230888	-1771.372844384506	29.617661661926935	1	1	1	1	1	1	3.433531	3.433531	3.433531	0.288357	0.092214	0.181596	0.044558	0.001062	0.069746	6	2.2499156338154225E-4	2.183541754236188	0.2763167068674812	0.21848141662995543	0.23501309986569477	0.27018877663686863
300000	-35231.64262769491	-33448.35499859268	-1783.2876291022317	-33448.35499859268	-1762.8048087743946	29.617012092045936	1	1	1	1	0	1	3.384884	3.384884	3.384884	0.114680	0.159734	0.214993	0.003969	0.0	0.085852	5	2.140596952521485E-4	2.183541754236188	0.2763167068674812	0.21848141662995543	0.23501309986569477	0.27018877663686863
304000	-35155.52661750942	-33366.40896922529	-1789.117648284133	-33366.40896922529	-1768.832923626824	29.617605380417334	1	1	1	1	0	1	3.600095	3.600095	3.600095	0.196920	0.072024	0.344985	0.087978	0.0	0.027326	5	2.1567566487619994E-4	2.0799704204240896	0.27805479680835177	0.21848141662995543	0.23327500992482422	0.27018877663686863
308000	-35037.58944739878	-33281.201765070015	-1756.3876823287621	-33281.201765070015	-1735.2794287172142	29.617995583295617	1	1	1	1	1	1	3.152770	3.152770	3.152770	0.164363	0.118484	0.272751	0.022813	0.072616	0.033780	6	2.2074883068282555E-4	2.0481371559007857	0.2789071581675608	0.21848141662995543	0.23327500992482422	0.2693364152776596
312000	-35018.97799382204	-33284.82401371448	-1734.153980107553	-33284.82401371448	-1714.0486341756234	29.617732630409748	1	1	1	1	0	1	3.223706	3.223706	3.223706	0.204906	0.109170	0.253219	0.027575	0.0	0.067085	5	2.3190994176562678E-4	2.0481371559007857	0.2789672919552805	0.21932796876796062	0.234432800411069	0.2672719388656899
316000	-34952.6626563917	-33225.01477844517	-1727.6478779465351	-33225.01477844517	-1705.366445515279	29.616789116785856	1	1	1	1	1	1	3.128327	3.128327	3.128327	0.144874	0.089624	0.323651	0.048031	0.022310	0.050850	6	2.2364735650720602E-4	2.0481371559007857	0.2789672919552805	0.21932796876796062	0.234432800411069	0.2672719388656899
320000	-34942.46603795417	-33222.558211081785	-1719.9078268723852	-33222.558211081785	-1698.4232938712696	29.61673038214395	1	1	1	1	0	1	3.350531	3.350531	3.350531	0.143619	0.033681	0.136751	0.073901	0.0	0.106950	5	2.2313336954643147E-4	2.002444706483882	0.28524538465579163	0.21932796876796062	0.2281547077105579	0.2672719388656899
324000	-34923.95664195325	-33217.04756016707	-1706.9090817861795	-33217.04756016707	-1685.5505256924262	29.653341602235475	1	1	1	1	0	1	3.061761	3.061761	3.061761	0.252553	0.099139	0.346176	0.056229	0.0	0.044441	5	2.2621535169018982E-4	1.9732747792782488	0.28524538465579163	0.220668092510116	0.2281547077105579	0.26593181512353453
328000	-34845.94951428674	-33135.986301279925	-1709.9632130068123	-33135.986301279925	-1691.9051198125794	29.65349130928658	1	1	1	1	0	1	2.911872	2.911872	2.911872	0.177603	0.174139	0.372840	0.016730	0.0	0.052333	5	2.3396114725924937E-4	2.1181815759406253	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
332000	-34816.08585875174	-33113.9796413155	-1702.1062174362478	-33113.9796413155	-1684.6691054986584	29.53359991638524	1	1	1	1	0	1	3.116721	3.116721	3.116721	0.094903	0.151840	0.257864	0.026613	0.0	0.048294	5	2.1284165998321604E-4	1.940980868199281	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
336000	-34809.01068142448	-33106.09576698313	-1702.9149144413486	-33106.09576698313	-1679.446646743017	29.53416027557072	1	1	1	1	1	1	3.079996	3.079996	3.079996	0.096190	0.043432	0.186389	0.089436	0.044657	0.037511	6	2.3189777034469844E-4	1.951638383669898	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
340000	-34758.412131701385	-33075.711254569556	-1682.7008771318267	-33075.711254569556	-1661.5465615946546	29.59086765695474	1	1	1	1	0	1	3.074897	3.074897	3.074897	0.193833	0.065730	0.344227	0.045119	0.0	0.084843	5	2.3217402099994772E-4	2.0156168437938162	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
344000	-34761.757920232216	-33083.869739462825	-1677.8881807693915	-33083.869739462825	-1652.2961572018824	29.59037154692663	1	1	1	1	1	1	2.861690	2.861690	2.861690	0.082784	0.086501	0.254978	0.050285	0.015166	0.041023	6	2.336886820816334E-4	2.2116657001922584	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
348000	-34687.02133608633	-33028.244269950745	-1658.7770661355833	-33028.244269950745	-1636.8890387833394	29.725730704582535	1	1	1	1	0	1	2.954900	2.954900	2.954900	0.106342	0.081591	0.279537	0.042813	0.0	0.044936	5	2.3036363179975588E-4	2.2116657001922584	0.28595205152270003	0.220668092510116	0.2281547077105579	0.26522514825662613
352000	-34649.25739293572	-32987.82610281325	-1661.4312901224712	-32987.82610281325	-1639.2595852692878	29.737135390568845	1	1	1	1	1	1	2.737305	2.737305	2.737305	0.078712	0.044080	0.339580	0.049525	0.027555	0.068177	6	2.3201024407795405E-4	2.2383108073052336	0.28595205152270003	0.2166836296694683	0.22971616625031127	0.26764815255752045
356000	-34630.262701811516	-32980.32891486842	-1649.9337869430976	-32980.32891486842	-1632.6504338896955	30.26078380721481	1	1	1	0	0	1	2.525864	2.525864	2.525864	0.134156	0.111487	0.336379	0.0	0.0	0.061349	4	2.3585028658167653E-4	2.0129561060560186	0.28494737322562913	0.22506085119384434	0.22133894472593524	0.26865283085459135
360000	-34636.18985551994	-32993.63057876169	-1642.559276758248	-32993.63057876169	-1620.8363074296951	30.261393312771762	1	1	1	1	1	1	2.808075	2.808075	2.808075	0.346790	0.063987	0.142667	0.105354	0.036329	0.043138	6	2.4103729344954712E-4	2.0129561060560186	0.27738023009079155	0.21977214993717112	0.23419478911744607	0.26865283085459135
364000	-34588.79065180031	-32957.6560279905	-1631.1346238098051	-32957.6560279905	-1610.2211696509776	30.203952642317656	1	1	1	1	0	1	2.641426	2.641426	2.641426	0.153922	0.080467	0.288406	0.072411	0.0	0.106913	5	2.431188180708938E-4	2.0129561060560186	0.27738023009079155	0.21977214993717112	0.23419478911744607	0.26865283085459135
368000	-34591.89323954079	-32946.06248332056	-1645.8307562202303	-32946.06248332056	-1622.3972322452137	30.2032001906252	1	1	1	1	1	1	2.564792	2.564792	2.564792	0.220083	0.037876	0.138373	0.067444	0.010782	0.035189	6	2.3371684850771024E-4	2.0129561060560186	0.28383767735220805	0.21977214993717112	0.2326816319866157	0.26370854072400524
372000	-34601.52145005395	-32930.39691417869	-1671.1245358752624	-32930.39691417869	-1646.553578580611	30.20427729750413	1	1	1	1	0	1	2.948013	2.948013	2.948013	0.148544	0.069185	0.108621	0.102710	0.0	0.048208	5	2.382871227366005E-4	2.212192217840512	0.28506957056724047	0.2185402567221387	0.2326816319866157	0.26370854072400524
376000	-34577.58231814707	-32921.19256065563	-1656.3897574914365	-32921.19256065563	-1633.5753295125905	30.066401450591208	1	1	1	1	1	1	2.944455	2.944455	2.944455	0.179118	0.060600	0.208126	0.145612	0.018679	0.054294	6	2.2350886239712282E-4	1.9994643469086442	0.28506957056724047	0.21380052660036433	0.2326816319866157	0.2684482708457796
380000	-34577.75074594371	-32917.823912237414	-1659.9268337062967	-32917.823912237414	-1637.2464545055393	30.065072710050345	1	1	1	1	0	1	3.005086	3.005086	3.005086	0.208208	0.057200	0.356689	0.049264	0.0	0.041746	5	2.3101206079383782E-4	1.9994643469086442	0.28506957056724047	0.2163453085459474	0.23013685004103263	0.2684482708457796
384000	-34539.304287160674	-32893.42507833609	-1645.8792088245814	-32893.42507833609	-1627.3799599561455	30.064344379160797	1	1	1	1	1	1	2.667357	2.667357	2.667357	0.209970	0.087604	0.147674	0.071810	0.030295	0.008023	6	2.313036867217612E-4	1.9994643469086442	0.28770814315636084	0.21806264932681346	0.23013685004103263	0.2640923574757932
388000	-34521.40438496812	-32888.37348164559	-1633.030903322528	-32888.37348164559	-1614.56876885555	30.063800325810412	1	1	1	1	1	1	2.566156	2.566156	2.566156	0.184957	0.050220	0.259479	0.098003	0.045691	0.073006	6	2.4088117848471277E-4	2.2723543429203072	0.28770814315636084	0.21806264932681346	0.23013685004103263	0.2640923574757932
392000	-34500.258704554704	-32853.69650405861	-1646.5622004960976	-32853.69650405861	-1626.3268293669664	30.06224205706477	1	1	1	1	1	1	2.759856	2.759856	2.759856	0.138084	0.118590	0.226988	0.061876	0.041735	0.060679	6	2.3421492425855343E-4	2.2723543429203072	0.28770814315636084	0.21806264932681346	0.23013685004103263	0.2640923574757932
396000	-34516.36265884221	-32863.442666487135	-1652.9199923550766	-32863.442666487135	-1634.3446514608333	30.059872633916836	1	1	1	1	0	1	2.682725	2.682725	2.682725	0.064305	0.067768	0.648484	0.053435	0.0	0.047923	5	2.1917812531246662E-4	1.9382018033632846	0.28770814315636084	0.21806264932681346	0.23013685004103263	0.2640923574757932
400000	-34470.94595856914	-32817.94139378663	-1653.0045647825104	-32817.94139378663	-1636.3344819064523	30.96488102373957	1	1	1	1	0	1	2.663710	2.663710	2.663710	0.101440	0.086835	0.594269	0.042786	0.0	0.063576	5	2.2771986364233102E-4	2.005860804295569	0.27991173261364266	0.222419819508278	0.23357609040228622	0.2640923574757932
404000	-34475.23680945576	-32828.163427107545	-1647.073382348212	-32828.163427107545	-1628.039401718742	30.964830729020843	1	1	1	1	0	1	2.773002	2.773002	2.773002	0.235899	0.081120	0.171270	0.056637	0.0	0.049525	5	2.2769042149841924E-4	2.2622535805969592	0.2847391839860706	0.222419819508278	0.2331570848585666	0.2596839116470848
408000	-34455.50090799611	-32787.08920868096	-1668.411699315144	-32787.08920868096	-1645.8329055426632	30.368201964417036	1	1	1	1	1	1	2.829854	2.829854	2.829854	0.138710	0.058698	0.217522	0.051492	0.031882	0.026061	6	2.2740235049534906E-4	2.2622535805969592	0.2847391839860706	0.21783445339691115	0.22468810275440318	0.2727382598626151
412000	-34439.92357960416	-32761.477038819434	-1678.446540784728	-32761.477038819434	-1659.486114608811	30.36866688058302	1	1	1	1	1	1	3.080504	3.080504	3.080504	0.103479	0.110859	0.270573	0.061458	0.010034	0.020274	6	2.1787335246668054E-4	2.2622535805969592	0.2847391839860706	0.21783445339691115	0.22468810275440318	0.2727382598626151
416000	-34400.30365188692	-32731.095402332965	-1669.2082495539566	-32731.095402332965	-1650.754363417269	30.370479128855848	1	1	1	1	0	1	2.929828	2.929828	2.929828	0.179738	0.063440	0.206097	0.051981	0.0	0.050507	5	2.2800186389162423E-4	2.2622535805969592	0.2847391839860706	0.21783445339691115	0.22468810275440318	0.2727382598626151
420000	-34401.07848286311	-32730.132884326587	-1670.9455985365232	-32730.132884326587	-1650.1134936144335	29.94840886327619	1	1	1	1	0	1	2.854178	2.854178	2.854178	0.258297	0.042003	0.240764	0.068141	0.0	0.114992	5	2.2696060934356292E-4	1.9254824553480798	0.28605273260910885	0.21652090477387292	0.22468810275440318	0.2727382598626151
424000	-34374.04607773866	-32714.648118232675	-1659.3979595059873	-32714.648118232675	-1641.643769130983	29.949039429793654	1	1	1	1	0	1	2.788571	2.788571	2.788571	0.173912	0.056756	0.203914	0.103006	0.0	0.024990	5	2.3313472225958446E-4	1.9254824553480798	0.2862368442679773	0.22394558703381173	0.22676903546976657	0.2630485332284444
